rank;time_s;freq_from_hz;freq_to_hz;energy
6559;11.700;1100;1150;1.75164826e-03
6560;1.100;1700;1750;1.74815833e-03
6561;4.300;3150;3200;1.74634559e-03
6562;5.600;2500;2550;1.74305662e-03
6563;10.000;1900;1950;1.73589037e-03
6564;2.000;1150;1200;1.73311263e-03
6565;4.400;3800;3850;1.73000357e-03
6566;4.400;2900;2950;1.72898480e-03
6567;1.500;550;600;1.72814774e-03
6568;14.100;2800;2850;1.72611983e-03
6569;4.500;3850;3900;1.72555516e-03
6570;12.000;1950;2000;1.72070091e-03
6571;14.600;1500;1550;1.71635370e-03
6572;8.400;1850;1900;1.71251962e-03
6573;7.200;1600;1650;1.70489343e-03
6574;4.300;2000;2050;1.70435439e-03
6575;7.800;0;50;1.70325711e-03
6576;14.800;2900;2950;1.70133653e-03
6577;1.700;1850;1900;1.70072051e-03
6578;1.200;1300;1350;1.69205064e-03
6579;1.200;850;900;1.68931935e-03
6580;8.900;2250;2300;1.68755436e-03
6581;14.400;2750;2800;1.68550388e-03
6582;8.200;2900;2950;1.68019791e-03
6583;15.300;2450;2500;1.67656322e-03
6584;1.900;0;50;1.67553501e-03
6585;10.500;1900;1950;1.67032094e-03
6586;2.300;1450;1500;1.66748607e-03
6587;1.400;1100;1150;1.66021798e-03
6588;0.300;1150;1200;1.65675147e-03
6589;1.600;1650;1700;1.65625203e-03
6590;2.000;1250;1300;1.65517475e-03
6591;13.100;3200;3250;1.65085364e-03
6592;15.800;2150;2200;1.65065972e-03
6593;10.600;1700;1750;1.65058543e-03
6594;7.000;2150;2200;1.64348655e-03
6595;4.200;4850;4900;1.64040118e-03
6596;14.100;2750;2800;1.63968712e-03
6597;9.900;1600;1650;1.63909036e-03
6598;6.900;1500;1550;1.63526386e-03
6599;0.600;1600;1650;1.63340519e-03
6600;6.500;2350;2400;1.63240840e-03
6601;3.300;500;550;1.63064478e-03
6602;12.400;2300;2350;1.62962936e-03
6603;5.500;2250;2300;1.62817164e-03
6604;1.300;1300;1350;1.62736354e-03
6605;9.700;2150;2200;1.62665776e-03
6606;13.100;2650;2700;1.62334256e-03
6607;4.100;3550;3600;1.62026319e-03
6608;4.900;3600;3650;1.62022168e-03
6609;12.200;2900;2950;1.61951426e-03
6610;0.800;2500;2550;1.61803787e-03
6611;12.700;2900;2950;1.61557620e-03
6612;10.000;2100;2150;1.61195690e-03
6613;13.000;2700;2750;1.61039637e-03
6614;4.300;4250;4300;1.60832552e-03
6615;11.600;1400;1450;1.60828596e-03
6616;7.300;950;1000;1.60647775e-03
6617;12.600;1150;1200;1.60474663e-03
6618;8.900;2200;2250;1.60372934e-03
6619;4.800;3150;3200;1.60330556e-03
6620;3.500;300;350;1.60178186e-03
6621;2.500;100;150;1.60038492e-03
6622;15.100;2150;2200;1.59666461e-03
6623;14.600;2550;2600;1.59018252e-03
6624;9.000;2250;2300;1.58766351e-03
6625;6.000;3200;3250;1.58243620e-03
6626;1.300;1900;1950;1.57785412e-03
6627;3.400;450;500;1.57615096e-03
6628;13.000;3450;3500;1.57516943e-03
6629;3.500;1200;1250;1.56860559e-03
6630;5.000;3850;3900;1.56548921e-03
6631;9.100;2900;2950;1.56526440e-03
6632;7.800;1950;2000;1.56445556e-03
6633;8.300;2900;2950;1.56097363e-03
6634;14.200;4200;4250;1.55793677e-03
6635;7.200;1450;1500;1.55428979e-03
6636;14.500;2550;2600;1.55111180e-03
6637;0.200;2900;2950;1.54986001e-03
6638;7.100;950;1000;1.54469829e-03
6639;14.300;3650;3700;1.54359305e-03
6640;3.900;3750;3800;1.54154875e-03
6641;6.900;950;1000;1.53859929e-03
6642;6.300;1300;1350;1.53767424e-03
6643;15.100;2500;2550;1.53654926e-03
6644;5.000;4900;4950;1.53278123e-03
6645;5.000;3900;3950;1.52873747e-03
6646;10.600;1500;1550;1.52872767e-03
6647;4.400;1800;1850;1.52347419e-03
6648;4.300;3650;3700;1.52330131e-03
6649;2.600;100;150;1.52317749e-03
6650;0.400;1750;1800;1.52085357e-03
6651;4.900;2600;2650;1.51622344e-03
6652;4.300;3400;3450;1.51425319e-03
6653;7.000;950;1000;1.51224199e-03
6654;14.000;3500;3550;1.51176019e-03
6655;6.100;3200;3250;1.50941687e-03
6656;3.200;1450;1500;1.50329202e-03
6657;15.300;2850;2900;1.50319020e-03
6658;3.900;3700;3750;1.50104932e-03
6659;15.900;1950;2000;1.49815913e-03
6660;9.800;2050;2100;1.49785794e-03
6661;10.700;1150;1200;1.49694671e-03
6662;2.800;300;350;1.49561032e-03
6663;5.800;3600;3650;1.48896063e-03
6664;8.300;1900;1950;1.48765240e-03
6665;3.200;500;550;1.48424988e-03
6666;6.400;2150;2200;1.48373073e-03
6667;6.100;2450;2500;1.48280294e-03
6668;0.300;2750;2800;1.48107170e-03
6669;1.600;1600;1650;1.47906470e-03
6670;15.800;1850;1900;1.47838075e-03
6671;11.400;1650;1700;1.47650903e-03
6672;6.600;1100;1150;1.46291286e-03
6673;1.900;1400;1450;1.46098347e-03
6674;15.400;2200;2250;1.46012126e-03
6675;3.700;1950;2000;1.45560479e-03
6676;2.700;1300;1350;1.44813757e-03
6677;2.900;50;100;1.44789002e-03
6678;9.000;2650;2700;1.44782279e-03
6679;11.600;1500;1550;1.44251629e-03
6680;15.400;1800;1850;1.44125311e-03
6681;11.400;1850;1900;1.44005316e-03
6682;4.600;2400;2450;1.43812393e-03
6683;6.100;2850;2900;1.43451864e-03
6684;10.700;1700;1750;1.42756124e-03
6685;1.900;1600;1650;1.42379869e-03
6686;4.900;1800;1850;1.41709952e-03
6687;15.800;2000;2050;1.41430242e-03
6688;13.700;1600;1650;1.41408410e-03
6689;3.300;450;500;1.40608957e-03
6690;11.800;1500;1550;1.40434483e-03
6691;12.900;2300;2350;1.40227217e-03
6692;5.200;4050;4100;1.40141160e-03
6693;3.000;450;500;1.39917683e-03
6694;5.100;3400;3450;1.39726814e-03
6695;10.800;2100;2150;1.39271272e-03
6696;4.700;4200;4250;1.39239783e-03
6697;9.500;2000;2050;1.38840797e-03
6698;12.600;2650;2700;1.38624266e-03
6699;10.500;2100;2150;1.38516956e-03
6700;12.700;2300;2350;1.38487751e-03
6701;9.400;2050;2100;1.38340240e-03
6702;11.300;1850;1900;1.37932718e-03
6703;1.500;700;750;1.37198525e-03
6704;2.900;450;500;1.37090995e-03
6705;11.500;1400;1450;1.37023084e-03
6706;5.700;3200;3250;1.36515481e-03
6707;15.000;2050;2100;1.36348038e-03
6708;13.300;2300;2350;1.36283942e-03
6709;7.200;950;1000;1.35478085e-03
6710;10.700;1600;1650;1.35410215e-03
6711;6.400;1300;1350;1.34836196e-03
6712;14.000;3700;3750;1.34610653e-03
6713;4.900;2750;2800;1.34416084e-03
6714;10.800;1500;1550;1.34328700e-03
6715;5.000;4750;4800;1.34186276e-03
6716;13.700;2050;2100;1.34114233e-03
6717;14.300;3800;3850;1.33975638e-03
6718;4.400;2700;2750;1.33501133e-03
6719;8.200;2850;2900;1.33438665e-03
6720;1.600;550;600;1.32938900e-03
6721;2.100;1200;1250;1.32852348e-03
6722;7.400;950;1000;1.32676745e-03
6723;7.700;1700;1750;1.32581651e-03
6724;5.100;4900;4950;1.32514196e-03
6725;3.900;4050;4100;1.32428171e-03
6726;4.800;3650;3700;1.32225565e-03
6727;5.100;3250;3300;1.32218371e-03
6728;7.800;1600;1650;1.32187581e-03
6729;4.800;2600;2650;1.31803411e-03
6730;2.700;1600;1650;1.31725039e-03
6731;4.800;4450;4500;1.31489719e-03
6732;5.800;1500;1550;1.31221622e-03
6733;6.300;2300;2350;1.31123839e-03
6734;3.100;450;500;1.30931653e-03
6735;7.900;2300;2350;1.30808138e-03
6736;6.600;1650;1700;1.30728649e-03
6737;5.100;3450;3500;1.30487788e-03
6738;4.600;2250;2300;1.30148336e-03
6739;12.400;2900;2950;1.30084590e-03
6740;15.900;2000;2050;1.29972637e-03
6741;2.300;1200;1250;1.29940415e-03
6742;13.600;2500;2550;1.29680921e-03
6743;1.400;2750;2800;1.29523370e-03
6744;6.300;1650;1700;1.29245800e-03
6745;4.500;2750;2800;1.29028410e-03
6746;8.900;2900;2950;1.28949106e-03
6747;9.800;1950;2000;1.28327800e-03
6748;4.600;3600;3650;1.27527500e-03
6749;0.700;2150;2200;1.27425421e-03
6750;8.900;2350;2400;1.27371724e-03
6751;15.900;1800;1850;1.26202407e-03
6752;6.700;1100;1150;1.25973797e-03
6753;14.300;2950;3000;1.25926184e-03
6754;13.100;3900;3950;1.25880487e-03
6755;15.700;1500;1550;1.25716262e-03
6756;5.200;4950;5000;1.25330785e-03
6757;6.000;2650;2700;1.25277750e-03
6758;14.200;3600;3650;1.25268811e-03
6759;4.800;2400;2450;1.25230165e-03
6760;0.500;2750;2800;1.24844832e-03
6761;1.700;2750;2800;1.24836835e-03
6762;4.000;4950;5000;1.24574617e-03
6763;10.400;1800;1850;1.24573579e-03
6764;4.700;2900;2950;1.24492694e-03
6765;6.200;2750;2800;1.24357202e-03
6766;8.700;2300;2350;1.24258678e-03
6767;4.300;2550;2600;1.24162674e-03
6768;11.800;1250;1300;1.23907453e-03
6769;4.400;3000;3050;1.23635274e-03
6770;4.500;3000;3050;1.23633566e-03
6771;8.500;1850;1900;1.23593708e-03
6772;3.200;450;500;1.23543772e-03
6773;0.400;2100;2150;1.23421713e-03
6774;1.600;2750;2800;1.23411259e-03
6775;14.100;3550;3600;1.23327637e-03
6776;6.500;2300;2350;1.23242907e-03
6777;15.900;2150;2200;1.23233154e-03
6778;5.700;2850;2900;1.23163041e-03
6779;6.200;2300;2350;1.23085608e-03
6780;9.800;2000;2050;1.23061785e-03
6781;0.900;2300;2350;1.22860897e-03
6782;11.500;1850;1900;1.22736999e-03
6783;4.500;3250;3300;1.22454774e-03
6784;4.800;2000;2050;1.22177462e-03
6785;11.900;1850;1900;1.22075765e-03
6786;15.200;2850;2900;1.21994450e-03
6787;8.500;2450;2500;1.21328330e-03
6788;8.800;2250;2300;1.21097729e-03
6789;12.100;1800;1850;1.20933856e-03
6790;11.100;1350;1400;1.20878440e-03
6791;4.600;4850;4900;1.20503261e-03
6792;4.000;4500;4550;1.20490087e-03
6793;13.100;2450;2500;1.20287712e-03
6794;9.600;2050;2100;1.19437019e-03
6795;5.100;3350;3400;1.19373099e-03
6796;0.600;2750;2800;1.19122038e-03
6797;13.700;1950;2000;1.19032583e-03
6798;12.700;2850;2900;1.18945112e-03
6799;0.800;1800;1850;1.18669649e-03
6800;6.600;2300;2350;1.18375085e-03
6801;5.000;4800;4850;1.18015926e-03
6802;0.400;1500;1550;1.17930515e-03
6803;6.000;2450;2500;1.17877002e-03
6804;4.500;2700;2750;1.17671839e-03
6805;2.900;300;350;1.17367167e-03
6806;9.800;1900;1950;1.17076451e-03
6807;7.700;1600;1650;1.16948423e-03
6808;7.700;1250;1300;1.16779607e-03
6809;3.800;1950;2000;1.16713889e-03
6810;7.900;2850;2900;1.16601791e-03
6811;5.100;3050;3100;1.16559430e-03
6812;14.300;3300;3350;1.16436642e-03
6813;6.400;2300;2350;1.16433965e-03
6814;4.400;2000;2050;1.16216993e-03
6815;3.700;1200;1250;1.15942414e-03
6816;4.200;2950;3000;1.15891487e-03
6817;14.400;3600;3650;1.15745998e-03
6818;14.100;4050;4100;1.14665773e-03
6819;10.300;2050;2100;1.14311341e-03
6820;14.400;2950;3000;1.14261622e-03
6821;4.800;4200;4250;1.13851181e-03
6822;7.400;1850;1900;1.13740737e-03
6823;4.300;4850;4900;1.13693122e-03
6824;8.000;2750;2800;1.13304183e-03
6825;4.800;3050;3100;1.13092898e-03
6826;12.800;2450;2500;1.12737228e-03
6827;15.500;1600;1650;1.12538687e-03
6828;13.000;3400;3450;1.12245456e-03
6829;5.600;2250;2300;1.11886647e-03
6830;6.500;1650;1700;1.11786592e-03
6831;3.900;2800;2850;1.11571328e-03
6832;14.500;2600;2650;1.11370461e-03
6833;2.800;1300;1350;1.11006249e-03
6834;14.400;2700;2750;1.10992596e-03
6835;9.100;1950;2000;1.10546607e-03
6836;3.900;3450;3500;1.10479123e-03
6837;10.900;1150;1200;1.10293610e-03
6838;1.300;850;900;1.09923276e-03
6839;5.000;4550;4600;1.09745049e-03
6840;12.100;2850;2900;1.09681619e-03
6841;2.100;1450;1500;1.09613643e-03
6842;4.400;4850;4900;1.09558558e-03
6843;6.800;1900;1950;1.09502352e-03
6844;4.700;3650;3700;1.09326356e-03
6845;3.700;300;350;1.08983349e-03
6846;5.800;1650;1700;1.08981696e-03
6847;13.800;2050;2100;1.08488867e-03
6848;7.500;1900;1950;1.08412875e-03
6849;11.300;1650;1700;1.08259611e-03
6850;7.000;1500;1550;1.08190114e-03
6851;6.800;2750;2800;1.08189341e-03
6852;10.800;1150;1200;1.07927864e-03
6853;11.700;1350;1400;1.07673709e-03
6854;4.200;2550;2600;1.07609995e-03
6855;2.200;1650;1700;1.07547923e-03
6856;9.900;2200;2250;1.07479540e-03
6857;7.400;2100;2150;1.07347405e-03
6858;11.600;1850;1900;1.06670002e-03
6859;13.300;2250;2300;1.06438033e-03
6860;1.500;1500;1550;1.06424116e-03
6861;1.700;550;600;1.06406809e-03
6862;1.500;2750;2800;1.06334481e-03
6863;4.200;3000;3050;1.06055086e-03
6864;6.200;2450;2500;1.06008559e-03
6865;14.600;2650;2700;1.05901069e-03
6866;2.300;1650;1700;1.05835086e-03
6867;13.600;1150;1200;1.05803858e-03
6868;14.700;2550;2600;1.05552878e-03
6869;4.600;2750;2800;1.05475599e-03
6870;13.000;2950;3000;1.05465282e-03
6871;14.300;3200;3250;1.05139775e-03
6872;4.700;2400;2450;1.05005174e-03
6873;0.900;3000;3050;1.04804197e-03
6874;12.200;2850;2900;1.04749985e-03
6875;10.600;1750;1800;1.04519897e-03
6876;5.000;4300;4350;1.04507742e-03
6877;11.800;1850;1900;1.04092642e-03
6878;2.700;1400;1450;1.03962518e-03
6879;2.200;1200;1250;1.03897230e-03
6880;2.100;1250;1300;1.03866493e-03
6881;3.600;1200;1250;1.03762145e-03
6882;6.700;2300;2350;1.03507058e-03
6883;7.300;1450;1500;1.03499317e-03
6884;11.700;1850;1900;1.03469006e-03
6885;9.600;2000;2050;1.03356530e-03
6886;4.300;3250;3300;1.03295877e-03
6887;13.100;3400;3450;1.03079229e-03
6888;13.000;3300;3350;1.02966450e-03
6889;1.000;3150;3200;1.02347658e-03
6890;2.000;0;50;1.02306848e-03
6891;6.600;2150;2200;1.02232100e-03
6892;0.300;1300;1350;1.02103411e-03
6893;5.200;2700;2750;1.02057856e-03
6894;1.000;2650;2700;1.01964044e-03
6895;1.800;550;600;1.00998450e-03
6896;2.400;2000;2050;1.00816683e-03
6897;0.800;2100;2150;9.98957948e-04
6898;9.100;2400;2450;9.98862676e-04
6899;8.800;1800;1850;9.98801731e-04
6900;10.400;2100;2150;9.96574101e-04
6901;9.600;1500;1550;9.95493754e-04
6902;0.800;1700;1750;9.95137669e-04
6903;4.500;2000;2050;9.94067668e-04
6904;2.600;1400;1450;9.93620833e-04
6905;11.000;1150;1200;9.92901857e-04
6906;4.300;2350;2400;9.92330161e-04
6907;11.500;1500;1550;9.89944567e-04
6908;0.800;2850;2900;9.89666911e-04
6909;6.000;3600;3650;9.86627446e-04
6910;11.700;1500;1550;9.84385164e-04
6911;9.600;2250;2300;9.83687708e-04
6912;5.500;3150;3200;9.82387130e-04
6913;1.800;2750;2800;9.80078443e-04
6914;10.200;2100;2150;9.79618158e-04
6915;2.800;1400;1450;9.78525314e-04
6916;12.100;2900;2950;9.77881998e-04
6917;7.500;950;1000;9.76255764e-04
6918;14.700;2800;2850;9.74335841e-04
6919;10.400;1100;1150;9.73732492e-04
6920;7.500;1850;1900;9.73528654e-04
6921;14.100;2250;2300;9.73131854e-04
6922;10.700;1900;1950;9.72874237e-04
6923;8.600;1850;1900;9.68939249e-04
6924;9.900;2150;2200;9.66709087e-04
6925;14.500;2950;3000;9.65963065e-04
6926;7.600;1250;1300;9.65583525e-04
6927;13.000;3100;3150;9.63629712e-04
6928;4.700;4400;4450;9.62518264e-04
6929;1.200;2800;2850;9.55350479e-04
6930;13.900;2050;2100;9.53274294e-04
6931;1.000;2500;2550;9.52976923e-04
6932;1.400;1900;1950;9.51688532e-04
6933;0.900;2800;2850;9.50241368e-04
6934;15.100;2850;2900;9.46726337e-04
6935;15.200;2900;2950;9.45046566e-04
6936;9.600;2150;2200;9.44291430e-04
6937;4.800;3850;3900;9.42964054e-04
6938;5.100;2550;2600;9.41021522e-04
6939;9.500;2200;2250;9.40236122e-04
6940;7.100;2150;2200;9.39748209e-04
6941;13.900;1150;1200;9.37144888e-04
6942;14.100;3100;3150;9.36231142e-04
6943;10.600;1900;1950;9.34916846e-04
6944;13.100;2400;2450;9.31319139e-04
6945;8.200;2300;2350;9.29620564e-04
6946;6.600;1900;1950;9.29275281e-04
6947;11.000;2050;2100;9.28022371e-04
6948;0.900;2850;2900;9.27415664e-04
6949;13.500;2550;2600;9.26660209e-04
6950;2.800;1600;1650;9.24758410e-04
6951;2.400;1650;1700;9.23078208e-04
6952;2.800;100;150;9.21843088e-04
6953;9.200;2900;2950;9.19565067e-04
6954;7.300;2100;2150;9.18023386e-04
6955;2.200;0;50;9.16993409e-04
6956;11.900;1600;1650;9.14583679e-04
6957;4.100;4150;4200;9.11538886e-04
6958;15.400;2250;2300;9.10072622e-04
6959;13.100;3450;3500;9.07805557e-04
6960;6.800;1100;1150;9.05362539e-04
6961;14.500;2400;2450;9.00855881e-04
6962;1.900;550;600;8.99593667e-04
6963;3.000;300;350;8.96622307e-04
6964;8.100;2250;2300;8.95769865e-04
6965;14.300;3350;3400;8.95031305e-04
6966;6.700;2350;2400;8.91461955e-04
6967;14.900;1500;1550;8.91433439e-04
6968;9.000;2300;2350;8.91133666e-04
6969;14.400;4200;4250;8.90310489e-04
6970;10.900;1500;1550;8.88180512e-04
6971;15.500;1800;1850;8.86660041e-04
6972;0.900;2100;2150;8.86615420e-04
6973;3.300;1450;1500;8.86607945e-04
6974;3.100;50;100;8.84078701e-04
6975;4.600;3100;3150;8.82831555e-04
6976;2.100;1650;1700;8.81579660e-04
6977;5.400;3150;3200;8.81176254e-04
6978;14.300;4450;4500;8.79174570e-04
6979;1.200;650;700;8.78261625e-04
6980;5.000;4200;4250;8.77059534e-04
6981;9.400;2000;2050;8.77025329e-04
6982;3.000;2000;2050;8.76243786e-04
6983;9.700;2250;2300;8.75608781e-04
6984;9.000;2550;2600;8.75548685e-04
6985;8.000;2300;2350;8.75202537e-04
6986;4.800;2900;2950;8.73685411e-04
6987;14.900;2250;2300;8.73471879e-04
6988;9.500;2250;2300;8.71105602e-04
6989;3.900;3950;4000;8.68516606e-04
6990;8.200;3300;3350;8.68436064e-04
6991;11.900;1800;1850;8.68176724e-04
6992;11.100;2050;2100;8.67260979e-04
6993;2.900;1300;1350;8.67053127e-04
6994;4.800;2750;2800;8.65664191e-04
6995;12.400;2850;2900;8.65612800e-04
6996;1.500;1100;1150;8.65291934e-04
6997;15.900;1500;1550;8.65021075e-04
6998;11.100;1600;1650;8.62087143e-04
6999;2.200;1450;1500;8.59900525e-04
7000;15.700;2300;2350;8.59503319e-04
7001;2.900;1400;1450;8.58476888e-04
7002;14.800;1500;1550;8.57336271e-04
7003;12.600;2500;2550;8.53186633e-04
7004;2.900;2000;2050;8.52714148e-04
7005;5.000;4600;4650;8.50957035e-04
7006;10.800;1700;1750;8.50314431e-04
7007;2.900;1250;1300;8.50220693e-04
7008;14.900;2900;2950;8.49327298e-04
7009;2.800;1250;1300;8.49124070e-04
7010;15.600;1600;1650;8.48862983e-04
7011;13.800;1600;1650;8.48350650e-04
7012;7.700;2000;2050;8.46654373e-04
7013;14.500;3450;3500;8.41422423e-04
7014;8.300;3300;3350;8.37801761e-04
7015;8.300;2850;2900;8.36850684e-04
7016;14.200;4100;4150;8.34037034e-04
7017;13.200;4250;4300;8.32857341e-04
7018;11.000;1500;1550;8.29798802e-04
7019;4.600;3650;3700;8.28123729e-04
7020;15.200;2650;2700;8.27170491e-04
7021;3.000;1250;1300;8.24730246e-04
7022;9.600;2200;2250;8.24571749e-04
7023;4.300;4000;4050;8.22064499e-04
7024;3.000;50;100;8.18714709e-04
7025;2.500;1400;1450;8.18671587e-04
7026;4.300;3450;3500;8.17647877e-04
7027;2.900;100;150;8.15622355e-04
7028;14.600;2900;2950;8.13137508e-04
7029;9.100;2650;2700;8.12737395e-04
7030;6.200;3200;3250;8.12064270e-04
7031;9.100;2250;2300;8.10703900e-04
7032;15.500;2050;2100;8.10326659e-04
7033;5.300;2650;2700;8.08068133e-04
7034;11.200;1100;1150;8.07843578e-04
7035;6.400;1650;1700;8.06633047e-04
7036;3.800;1200;1250;8.06092895e-04
7037;5.900;3200;3250;8.04615425e-04
7038;7.300;1600;1650;8.04049416e-04
7039;3.100;2000;2050;8.03924472e-04
7040;6.800;2350;2400;8.02541338e-04
7041;13.400;2300;2350;8.02400482e-04
7042;14.200;3800;3850;7.96914898e-04
7043;10.500;1800;1850;7.96362379e-04
7044;14.200;3450;3500;7.92723965e-04
7045;4.100;3750;3800;7.90961545e-04
7046;6.800;2300;2350;7.86319919e-04
7047;10.000;2200;2250;7.86289125e-04
7048;15.400;2650;2700;7.86281686e-04
7049;6.100;2800;2850;7.85284178e-04
7050;14.400;2550;2600;7.83059935e-04
7051;2.000;550;600;7.81901466e-04
7052;12.700;2500;2550;7.80948472e-04
7053;14.300;4200;4250;7.80280872e-04
7054;2.700;1250;1300;7.78642367e-04
7055;1.800;1850;1900;7.76702666e-04
7056;5.100;4200;4250;7.76254768e-04
7057;1.200;1700;1750;7.75845707e-04
7058;7.400;1450;1500;7.73021469e-04
7059;4.500;3100;3150;7.72988660e-04
7060;14.600;2800;2850;7.69590805e-04
7061;15.200;2500;2550;7.68563976e-04
7062;15.400;2850;2900;7.68087400e-04
7063;3.900;3500;3550;7.65752923e-04
7064;1.600;700;750;7.65706599e-04
7065;1.300;1700;1750;7.64483653e-04
7066;14.400;3250;3300;7.63242833e-04
7067;10.900;1700;1750;7.62912668e-04
7068;14.300;4050;4100;7.59817373e-04
7069;10.300;2000;2050;7.59451146e-04
7070;8.000;2600;2650;7.59159374e-04
7071;15.300;2900;2950;7.58898721e-04
7072;0.900;2650;2700;7.58794067e-04
7073;4.600;4200;4250;7.58566709e-04
7074;13.800;1150;1200;7.58221256e-04
7075;6.900;1100;1150;7.58100935e-04
7076;11.200;1150;1200;7.55040286e-04
7077;3.900;4000;4050;7.53226817e-04
7078;15.900;1600;1650;7.53220548e-04
7079;5.800;2450;2500;7.50636123e-04
7080;6.500;2650;2700;7.49916958e-04
7081;4.900;3650;3700;7.48511151e-04
7082;4.600;3000;3050;7.48061123e-04
7083;8.100;2650;2700;7.47008877e-04
7084;7.600;1600;1650;7.46675378e-04
7085;2.300;0;50;7.45570295e-04
7086;8.000;2650;2700;7.44845100e-04
7087;5.200;2050;2100;7.41010601e-04
7088;9.200;2500;2550;7.40248580e-04
7089;4.300;3300;3350;7.39932728e-04
7090;7.000;1100;1150;7.39541855e-04
7091;5.900;2450;2500;7.39093078e-04
7092;11.400;1750;1800;7.37733492e-04
7093;12.500;2350;2400;7.36716410e-04
7094;7.800;1700;1750;7.34856428e-04
7095;2.700;100;150;7.33586303e-04
7096;3.100;1250;1300;7.32916372e-04
7097;12.000;2300;2350;7.31871216e-04
7098;11.100;1150;1200;7.31003780e-04
7099;1.800;1600;1650;7.30970295e-04
7100;6.400;2650;2700;7.25481404e-04
7101;14.600;2250;2300;7.25074189e-04
7102;14.100;3300;3350;7.23174965e-04
7103;4.900;3150;3200;7.22855188e-04
7104;14.200;4250;4300;7.21361470e-04
7105;13.700;2000;2050;7.20273724e-04
7106;15.600;1800;1850;7.19022441e-04
7107;3.900;3400;3450;7.17823288e-04
7108;13.400;2900;2950;7.16903444e-04
7109;4.900;2550;2600;7.16272507e-04
7110;11.200;1600;1650;7.15949364e-04
7111;11.000;1600;1650;7.15032691e-04
7112;4.800;2550;2600;7.14774079e-04
7113;9.900;1950;2000;7.14193833e-04
7114;0.400;2750;2800;7.11329991e-04
7115;4.600;3250;3300;7.10457675e-04
7116;2.800;2000;2050;7.10382314e-04
7117;0.200;2100;2150;7.09670193e-04
7118;14.000;4300;4350;7.07125410e-04
7119;4.200;3350;3400;7.06767031e-04
7120;5.800;2850;2900;7.05740195e-04
7121;6.700;1650;1700;7.03854402e-04
7122;13.100;2350;2400;7.03680401e-04
7123;0.800;1350;1400;7.02500396e-04
7124;15.400;2450;2500;7.00891590e-04
7125;4.400;3300;3350;6.99975580e-04
7126;13.200;2750;2800;6.99863787e-04
7127;4.900;3800;3850;6.99481993e-04
7128;4.400;3850;3900;6.99376294e-04
7129;5.500;2050;2100;6.97580739e-04
7130;9.800;2250;2300;6.97362624e-04
7131;4.400;2750;2800;6.96336651e-04
7132;13.900;2550;2600;6.95881910e-04
7133;5.700;2500;2550;6.95652059e-04
7134;14.300;3100;3150;6.94633029e-04
7135;6.500;2150;2200;6.94425826e-04
7136;2.100;550;600;6.92111663e-04
7137;11.700;1400;1450;6.92095903e-04
7138;4.600;2000;2050;6.90834668e-04
7139;14.800;2800;2850;6.90666971e-04
7140;11.400;1400;1450;6.88992188e-04
7141;11.000;1700;1750;6.88972829e-04
7142;4.900;2900;2950;6.88936992e-04
7143;15.300;2650;2700;6.88353448e-04
7144;2.500;1650;1700;6.88117508e-04
7145;4.100;4750;4800;6.88095221e-04
7146;11.700;1600;1650;6.87489716e-04
7147;12.900;2750;2800;6.86571201e-04
7148;2.100;0;50;6.85747671e-04
7149;3.900;4250;4300;6.85280122e-04
7150;5.900;2300;2350;6.84609714e-04
7151;1.500;1900;1950;6.84536247e-04
7152;13.400;2250;2300;6.83792003e-04
7153;8.900;2300;2350;6.81496281e-04
7154;6.900;2350;2400;6.81470106e-04
7155;15.100;2750;2800;6.79560722e-04
7156;1.300;2100;2150;6.79262206e-04
7157;14.200;4050;4100;6.78502114e-04
7158;5.000;4450;4500;6.78421611e-04
7159;3.900;3350;3400;6.75926106e-04
7160;13.100;3850;3900;6.75397775e-04
7161;9.100;2350;2400;6.74968178e-04
7162;12.100;2250;2300;6.74373338e-04
7163;5.100;2900;2950;6.73223348e-04
7164;3.100;300;350;6.72119924e-04
7165;2.600;1250;1300;6.71733818e-04
7166;3.000;1400;1450;6.71519568e-04
7167;13.800;2000;2050;6.69945080e-04
7168;4.000;4550;4600;6.69566168e-04
7169;13.000;4150;4200;6.69125308e-04
7170;13.100;3550;3600;6.66194560e-04
7171;3.200;2000;2050;6.65687603e-04
7172;12.300;2900;2950;6.65059888e-04
7173;11.000;2000;2050;6.61817826e-04
7174;4.300;2200;2250;6.61779203e-04
7175;1.300;950;1000;6.60240223e-04
7176;14.400;3150;3200;6.58935005e-04
7177;5.100;4300;4350;6.58430129e-04
7178;0.200;2000;2050;6.57776570e-04
7179;13.300;3200;3250;6.55641145e-04
7180;2.200;1250;1300;6.54840909e-04
7181;12.100;1900;1950;6.52393537e-04
7182;5.600;3150;3200;6.50437748e-04
7183;8.200;3000;3050;6.47536995e-04
7184;2.000;1400;1450;6.47361364e-04
7185;13.900;2000;2050;6.45404114e-04
7186;11.900;1650;1700;6.42827801e-04
7187;1.100;1800;1850;6.37453062e-04
7188;0.200;2500;2550;6.36574968e-04
7189;3.000;1300;1350;6.36409578e-04
7190;1.400;950;1000;6.35591846e-04
7191;5.300;3650;3700;6.32574030e-04
7192;13.400;3200;3250;6.32501155e-04
7193;10.900;1750;1800;6.31208687e-04
7194;4.700;4250;4300;6.28399795e-04
7195;0.700;1950;2000;6.27291283e-04
7196;15.800;1500;1550;6.24783338e-04
7197;1.400;2100;2150;6.23631173e-04
