rank;time_s;freq_from_hz;freq_to_hz;energy
1833;0.300;300;350;2.33729708e+00
1834;4.000;1950;2000;2.33102980e+00
1835;0.800;600;650;2.32395129e+00
1836;4.700;1400;1450;2.32258428e+00
1837;12.200;1000;1050;2.32238069e+00
1838;7.600;300;350;2.31682894e+00
1839;4.800;1250;1300;2.31611309e+00
1840;4.100;1950;2000;2.31388359e+00
1841;11.100;50;100;2.31155832e+00
1842;12.700;1200;1250;2.30963039e+00
1843;6.000;1150;1200;2.30957888e+00
1844;15.400;450;500;2.29964749e+00
1845;12.700;750;800;2.29052922e+00
1846;9.000;850;900;2.28957768e+00
1847;11.100;500;550;2.28452775e+00
1848;0.800;50;100;2.28274661e+00
1849;12.600;1000;1050;2.27997320e+00
1850;8.000;1050;1100;2.27600229e+00
1851;12.500;600;650;2.27340418e+00
1852;14.300;550;600;2.27288217e+00
1853;4.100;600;650;2.26955583e+00
1854;13.200;550;600;2.26928957e+00
1855;9.100;1250;1300;2.26588073e+00
1856;11.300;100;150;2.25523955e+00
1857;11.900;350;400;2.25464383e+00
1858;13.600;750;800;2.25435153e+00
1859;15.700;650;700;2.25339516e+00
1860;8.700;900;950;2.25201529e+00
1861;13.100;800;850;2.25188148e+00
1862;6.100;650;700;2.23578814e+00
1863;12.300;800;850;2.22852341e+00
1864;4.800;1750;1800;2.22544529e+00
1865;4.100;2150;2200;2.22010663e+00
1866;1.000;500;550;2.21630902e+00
1867;12.500;1200;1250;2.21065484e+00
1868;7.900;900;950;2.20082325e+00
1869;1.900;250;300;2.19825213e+00
1870;3.900;400;450;2.19328340e+00
1871;8.100;1050;1100;2.18728696e+00
1872;6.400;1000;1050;2.17876798e+00
1873;4.600;1750;1800;2.17835149e+00
1874;12.800;1200;1250;2.17345105e+00
1875;11.200;500;550;2.16839336e+00
1876;6.900;150;200;2.16605031e+00
1877;5.100;850;900;2.16599654e+00
1878;4.200;2300;2350;2.16331856e+00
1879;8.700;850;900;2.16044389e+00
1880;14.500;0;50;2.15822729e+00
1881;6.600;1050;1100;2.15207733e+00
1882;11.000;500;550;2.14548278e+00
1883;15.700;1000;1050;2.13782182e+00
1884;13.200;0;50;2.13382438e+00
1885;9.400;1200;1250;2.13331552e+00
1886;8.600;1050;1100;2.13202517e+00
1887;11.600;1050;1100;2.13141602e+00
1888;13.000;1150;1200;2.12813065e+00
1889;13.600;900;950;2.12544197e+00
1890;5.700;1550;1600;2.11733004e+00
1891;13.900;200;250;2.11393561e+00
1892;9.700;750;800;2.11249495e+00
1893;7.800;400;450;2.10816838e+00
1894;0.200;550;600;2.10597091e+00
1895;5.500;650;700;2.10567886e+00
1896;13.000;1900;1950;2.10540735e+00
1897;6.500;1000;1050;2.09557991e+00
1898;11.900;200;250;2.08791683e+00
1899;5.500;700;750;2.08757440e+00
1900;10.100;1000;1050;2.08711929e+00
1901;0.900;1550;1600;2.08519766e+00
1902;3.600;100;150;2.08416044e+00
1903;8.100;1100;1150;2.08249294e+00
1904;12.500;1350;1400;2.08042832e+00
1905;7.900;850;900;2.07601261e+00
1906;8.200;1050;1100;2.07438211e+00
1907;9.600;600;650;2.07270056e+00
1908;8.900;1250;1300;2.06801654e+00
1909;5.300;100;150;2.06775370e+00
1910;5.700;50;100;2.06590399e+00
1911;9.200;550;600;2.06286815e+00
1912;9.300;850;900;2.05958263e+00
1913;14.200;1300;1350;2.05381014e+00
1914;14.200;1100;1150;2.04686721e+00
1915;9.900;700;750;2.04529225e+00
1916;14.500;2100;2150;2.04405692e+00
1917;15.700;550;600;2.04150698e+00
1918;13.900;500;550;2.04079117e+00
1919;3.900;250;300;2.03808488e+00
1920;15.800;1050;1100;2.03279826e+00
1921;1.200;300;350;2.01990156e+00
1922;14.500;1400;1450;2.01477808e+00
1923;9.100;850;900;2.01440805e+00
1924;0.600;50;100;2.01206099e+00
1925;7.900;700;750;2.00932794e+00
1926;3.000;350;400;2.00909252e+00
1927;14.600;0;50;2.00841116e+00
1928;5.700;1000;1050;2.00623396e+00
1929;5.100;550;600;2.00053755e+00
1930;10.000;500;550;1.98757198e+00
1931;6.200;1950;2000;1.98586094e+00
1932;6.500;250;300;1.97903179e+00
1933;1.100;1000;1050;1.97488862e+00
1934;11.300;1000;1050;1.97187874e+00
1935;14.300;1100;1150;1.97171282e+00
1936;4.800;0;50;1.96700627e+00
1937;15.900;200;250;1.96556338e+00
1938;12.200;1050;1100;1.96243915e+00
1939;12.300;950;1000;1.96147286e+00
1940;10.100;650;700;1.95963951e+00
1941;9.200;800;850;1.95510888e+00
1942;9.800;900;950;1.95437402e+00
1943;11.300;50;100;1.95323280e+00
1944;15.800;700;750;1.94278449e+00
1945;11.100;1050;1100;1.93787288e+00
1946;14.600;1350;1400;1.93728399e+00
1947;11.200;50;100;1.93221093e+00
1948;15.600;1200;1250;1.93200588e+00
1949;13.000;0;50;1.93135869e+00
1950;15.800;200;250;1.93097747e+00
1951;5.200;0;50;1.92877327e+00
1952;2.700;400;450;1.92870556e+00
1953;14.400;800;850;1.91339259e+00
1954;2.000;250;300;1.91257029e+00
1955;9.200;850;900;1.91251365e+00
1956;6.100;700;750;1.90934587e+00
1957;10.100;350;400;1.90798012e+00
1958;5.800;1000;1050;1.90586090e+00
1959;13.500;450;500;1.90221074e+00
1960;8.200;950;1000;1.89581792e+00
1961;5.300;1200;1250;1.89265700e+00
1962;11.400;100;150;1.89190430e+00
1963;4.400;550;600;1.88682729e+00
1964;5.000;2100;2150;1.88583414e+00
1965;9.200;1250;1300;1.88557145e+00
1966;13.700;1850;1900;1.88394477e+00
1967;5.000;2350;2400;1.88381815e+00
1968;4.000;950;1000;1.87824680e+00
1969;6.200;500;550;1.86997563e+00
1970;8.300;1650;1700;1.86782066e+00
1971;5.800;50;100;1.86323987e+00
1972;5.100;1100;1150;1.86157783e+00
1973;7.000;1550;1600;1.85932741e+00
1974;0.500;600;650;1.85682380e+00
1975;10.200;200;250;1.84720769e+00
1976;14.400;550;600;1.84604600e+00
1977;5.200;1600;1650;1.84289779e+00
1978;7.500;500;550;1.83436819e+00
1979;1.500;1550;1600;1.82523076e+00
1980;11.400;1000;1050;1.82438145e+00
1981;3.500;100;150;1.82110963e+00
1982;1.500;750;800;1.81956397e+00
1983;6.100;1150;1200;1.81377696e+00
1984;9.100;1850;1900;1.81161058e+00
1985;10.400;400;450;1.81155735e+00
1986;11.700;1050;1100;1.81032237e+00
1987;4.000;2250;2300;1.80842988e+00
1988;12.400;1000;1050;1.80621804e+00
1989;9.700;450;500;1.80192500e+00
1990;4.800;500;550;1.79825377e+00
1991;6.300;1000;1050;1.79810714e+00
1992;8.500;600;650;1.79771717e+00
1993;8.200;600;650;1.79742107e+00
1994;11.200;1000;1050;1.79560307e+00
1995;3.900;450;500;1.79485866e+00
1996;1.000;600;650;1.79145768e+00
1997;14.800;850;900;1.78219898e+00
1998;9.400;850;900;1.78050881e+00
1999;12.400;1050;1100;1.77708661e+00
2000;10.700;400;450;1.77648077e+00
2001;14.600;750;800;1.76917059e+00
2002;8.500;1200;1250;1.76253761e+00
2003;10.700;1050;1100;1.76185880e+00
2004;14.100;1300;1350;1.74211024e+00
2005;0.800;750;800;1.74037852e+00
2006;4.300;900;950;1.73984048e+00
2007;8.200;1650;1700;1.73882063e+00
2008;6.200;650;700;1.73506842e+00
2009;14.400;1550;1600;1.73404831e+00
2010;7.600;500;550;1.73222917e+00
2011;4.800;750;800;1.73040235e+00
2012;5.300;500;550;1.72888213e+00
2013;13.700;750;800;1.72884902e+00
2014;6.000;700;750;1.71652638e+00
2015;4.900;1750;1800;1.71308131e+00
2016;11.500;1000;1050;1.70483219e+00
2017;15.700;450;500;1.70347542e+00
2018;14.800;600;650;1.70153806e+00
2019;12.100;950;1000;1.70123149e+00
2020;11.800;1050;1100;1.69897740e+00
2021;15.200;750;800;1.69422310e+00
2022;4.900;100;150;1.69191254e+00
2023;10.900;500;550;1.68769287e+00
2024;0.300;1050;1100;1.68739208e+00
2025;14.300;1700;1750;1.68554295e+00
2026;10.000;650;700;1.68525826e+00
2027;8.500;750;800;1.68299964e+00
2028;7.200;1050;1100;1.68280811e+00
2029;12.600;800;850;1.68084569e+00
2030;0.600;450;500;1.67805023e+00
2031;5.300;2000;2050;1.67219592e+00
2032;11.300;500;550;1.67041325e+00
2033;5.900;50;100;1.66812754e+00
2034;13.100;1900;1950;1.66560724e+00
2035;2.800;400;450;1.66398765e+00
2036;2.100;250;300;1.66052072e+00
2037;13.300;550;600;1.65766680e+00
2038;15.700;1200;1250;1.65552917e+00
2039;6.600;250;300;1.65123646e+00
2040;4.200;900;950;1.64870895e+00
2041;14.400;600;650;1.64714638e+00
2042;10.300;650;700;1.64663476e+00
2043;3.900;0;50;1.64569250e+00
2044;7.400;500;550;1.63807711e+00
2045;15.500;450;500;1.63760325e+00
2046;14.800;0;50;1.63510218e+00
2047;8.700;1450;1500;1.63459899e+00
2048;14.100;1100;1150;1.63134018e+00
2049;9.500;850;900;1.62799971e+00
2050;8.300;1050;1100;1.62570647e+00
2051;0.400;750;800;1.62079855e+00
2052;5.300;200;250;1.61906682e+00
2053;13.500;1250;1300;1.61528787e+00
2054;5.600;1050;1100;1.61466686e+00
2055;10.400;200;250;1.61274945e+00
2056;15.400;1200;1250;1.61206078e+00
2057;10.200;1050;1100;1.61003419e+00
2058;0.700;600;650;1.60660359e+00
2059;11.500;50;100;1.60639684e+00
2060;4.000;2650;2700;1.59977696e+00
2061;1.100;0;50;1.59915919e+00
2062;10.100;700;750;1.59253575e+00
2063;4.000;1650;1700;1.59155080e+00
2064;12.800;0;50;1.58957220e+00
2065;15.500;1200;1250;1.58270573e+00
2066;13.500;650;700;1.57804055e+00
2067;14.700;0;50;1.57779464e+00
2068;7.100;1050;1100;1.57259882e+00
2069;8.700;750;800;1.56704894e+00
2070;0.600;150;200;1.56231624e+00
2071;12.300;1650;1700;1.56132028e+00
2072;4.900;1250;1300;1.55750719e+00
2073;11.000;1050;1100;1.54891869e+00
2074;6.000;650;700;1.54864043e+00
2075;2.900;400;450;1.54310221e+00
2076;9.100;1300;1350;1.53812516e+00
2077;13.900;600;650;1.53587494e+00
2078;9.800;750;800;1.53217545e+00
2079;1.000;1200;1250;1.53126121e+00
2080;1.000;650;700;1.53079756e+00
2081;1.200;200;250;1.52666097e+00
2082;10.200;500;550;1.52269506e+00
2083;14.200;1400;1450;1.52248587e+00
2084;13.000;1450;1500;1.51825978e+00
2085;14.800;1250;1300;1.51644869e+00
2086;10.200;1000;1050;1.51577637e+00
2087;15.800;1000;1050;1.51542978e+00
2088;13.700;900;950;1.51213296e+00
2089;9.300;800;850;1.51187224e+00
2090;12.100;800;850;1.50802602e+00
2091;5.600;100;150;1.50768628e+00
2092;5.900;1050;1100;1.50696732e+00
2093;15.300;450;500;1.50689565e+00
2094;8.400;1000;1050;1.50566481e+00
2095;5.500;50;100;1.49791078e+00
2096;10.800;1050;1100;1.49507638e+00
2097;13.900;350;400;1.49222619e+00
2098;11.900;1050;1100;1.49075587e+00
2099;10.300;500;550;1.48990406e+00
2100;11.400;50;100;1.48221431e+00
2101;3.100;350;400;1.47007699e+00
2102;13.400;1550;1600;1.46972324e+00
2103;8.600;1200;1250;1.46483702e+00
2104;12.500;1400;1450;1.46375570e+00
2105;7.800;150;200;1.46164213e+00
2106;0.700;150;200;1.45881738e+00
2107;12.200;950;1000;1.45589193e+00
2108;6.300;1950;2000;1.44719518e+00
2109;12.500;1750;1800;1.44334352e+00
2110;14.000;850;900;1.44259927e+00
2111;11.600;1000;1050;1.43806065e+00
2112;6.200;700;750;1.43683093e+00
2113;9.300;550;600;1.43675256e+00
2114;10.600;1050;1100;1.43467118e+00
2115;8.000;550;600;1.43287491e+00
2116;3.600;0;50;1.43179640e+00
2117;2.200;250;300;1.43151046e+00
2118;11.600;50;100;1.43097925e+00
2119;9.900;900;950;1.42056481e+00
2120;1.200;500;550;1.41950185e+00
2121;6.200;1150;1200;1.41707278e+00
2122;15.600;450;500;1.40907973e+00
2123;0.800;100;150;1.40878143e+00
2124;14.100;900;950;1.40280116e+00
2125;14.600;2100;2150;1.39495569e+00
2126;7.300;1050;1100;1.38063570e+00
2127;5.500;1950;2000;1.37816378e+00
2128;14.200;1750;1800;1.37666011e+00
2129;10.500;200;250;1.36621792e+00
2130;1.300;1150;1200;1.36621318e+00
2131;14.700;800;850;1.36526006e+00
2132;8.900;950;1000;1.36145534e+00
2133;14.000;1400;1450;1.35982786e+00
2134;14.500;1550;1600;1.35893902e+00
2135;10.700;1000;1050;1.35691637e+00
2136;10.400;500;550;1.35538089e+00
2137;4.800;550;600;1.35310157e+00
2138;10.100;500;550;1.35289328e+00
2139;11.700;50;100;1.35281710e+00
2140;4.100;2650;2700;1.34827902e+00
2141;11.800;50;100;1.34525212e+00
2142;7.700;500;550;1.33782140e+00
2143;14.600;1450;1500;1.33457603e+00
2144;15.800;1200;1250;1.32246958e+00
2145;15.000;1350;1400;1.31813231e+00
2146;10.300;700;750;1.31648014e+00
2147;10.300;200;250;1.31519683e+00
2148;13.000;1350;1400;1.31448248e+00
2149;1.200;1050;1100;1.31195250e+00
2150;6.600;1000;1050;1.31000163e+00
2151;13.000;1100;1150;1.30948041e+00
2152;4.300;600;650;1.30938039e+00
2153;9.800;450;500;1.30870538e+00
2154;12.600;1750;1800;1.30497736e+00
2155;9.600;850;900;1.30281902e+00
2156;14.000;1100;1150;1.29876147e+00
2157;11.100;1000;1050;1.29860405e+00
2158;5.000;950;1000;1.29785077e+00
2159;14.400;1700;1750;1.29587918e+00
2160;14.900;850;900;1.29344493e+00
2161;10.900;1050;1100;1.29327533e+00
2162;5.500;1750;1800;1.29302947e+00
2163;8.400;1650;1700;1.29263855e+00
2164;15.900;700;750;1.28957948e+00
2165;8.100;550;600;1.28492998e+00
2166;15.800;550;600;1.28285994e+00
2167;7.000;150;200;1.27670567e+00
2168;1.200;100;150;1.27372123e+00
2169;5.300;850;900;1.27045502e+00
2170;4.200;1900;1950;1.26756347e+00
2171;12.400;1200;1250;1.26753643e+00
2172;5.800;1550;1600;1.26452580e+00
2173;6.700;250;300;1.26440861e+00
2174;11.500;100;150;1.26180895e+00
2175;12.000;950;1000;1.25909203e+00
2176;14.800;800;850;1.25833498e+00
2177;10.200;350;400;1.25814288e+00
2178;14.700;1750;1800;1.25784733e+00
2179;8.300;1200;1250;1.25467623e+00
2180;14.100;1400;1450;1.25412489e+00
2181;14.700;1350;1400;1.25386682e+00
2182;0.700;450;500;1.25359185e+00
2183;13.900;900;950;1.25020514e+00
2184;12.900;1200;1250;1.24895525e+00
2185;2.300;250;300;1.24891594e+00
2186;5.000;1250;1300;1.24659296e+00
2187;7.900;500;550;1.24647620e+00
2188;11.900;450;500;1.24429049e+00
2189;14.400;1100;1150;1.24261875e+00
2190;15.900;450;500;1.23841007e+00
2191;8.400;1200;1250;1.23503539e+00
2192;13.500;700;750;1.23213861e+00
2193;5.600;1750;1800;1.22824074e+00
2194;11.400;350;400;1.22776958e+00
2195;7.900;1000;1050;1.22530854e+00
2196;11.700;1000;1050;1.22333386e+00
2197;13.800;750;800;1.22005089e+00
2198;13.800;900;950;1.21921705e+00
2199;12.000;1000;1050;1.21886345e+00
2200;14.600;1400;1450;1.21735757e+00
2201;12.000;800;850;1.21651020e+00
2202;0.900;1200;1250;1.21170080e+00
2203;15.600;800;850;1.21148071e+00
2204;0.800;150;200;1.21144815e+00
2205;8.500;950;1000;1.21062876e+00
2206;9.600;0;50;1.21026137e+00
2207;8.200;1200;1250;1.20832648e+00
2208;5.200;1050;1100;1.20793332e+00
2209;7.900;750;800;1.20729420e+00
2210;8.300;1000;1050;1.20493544e+00
2211;4.400;900;950;1.20192381e+00
2212;15.900;650;700;1.20120997e+00
2213;6.800;250;300;1.19985849e+00
2214;6.200;1050;1100;1.19820286e+00
2215;3.800;100;150;1.19769686e+00
2216;13.700;650;700;1.19552523e+00
2217;7.700;150;200;1.19551691e+00
2218;0.600;600;650;1.19322356e+00
2219;6.000;50;100;1.19004411e+00
2220;0.800;1200;1250;1.18503766e+00
2221;4.400;2100;2150;1.18469884e+00
2222;5.300;800;850;1.18397771e+00
2223;10.600;200;250;1.18379895e+00
2224;11.100;450;500;1.17916506e+00
2225;4.400;600;650;1.17344327e+00
2226;5.400;1200;1250;1.17289713e+00
2227;14.000;1150;1200;1.17183819e+00
2228;10.600;400;450;1.17156044e+00
2229;8.600;1100;1150;1.16276434e+00
2230;13.600;650;700;1.16151471e+00
2231;11.800;1000;1050;1.15678478e+00
2232;10.000;700;750;1.15350050e+00
2233;5.100;900;950;1.14793338e+00
2234;4.500;550;600;1.14670731e+00
2235;8.200;1450;1500;1.14644310e+00
2236;9.900;750;800;1.14456976e+00
2237;13.200;800;850;1.14419314e+00
2238;8.500;1650;1700;1.14034441e+00
2239;12.300;1200;1250;1.14030634e+00
2240;11.000;450;500;1.13324908e+00
2241;5.200;2750;2800;1.13321996e+00
2242;3.900;850;900;1.13220607e+00
2243;15.000;0;50;1.12966447e+00
2244;11.200;450;500;1.12869162e+00
2245;4.800;1850;1900;1.12700492e+00
2246;15.200;0;50;1.12511987e+00
2247;13.100;950;1000;1.12336845e+00
2248;12.200;800;850;1.12181474e+00
2249;14.600;1550;1600;1.12144381e+00
2250;5.200;500;550;1.12142552e+00
2251;15.100;1200;1250;1.11781039e+00
2252;12.600;1350;1400;1.11720815e+00
2253;5.400;1750;1800;1.11530885e+00
2254;5.000;1400;1450;1.11494157e+00
2255;12.000;550;600;1.11483207e+00
2256;12.400;1650;1700;1.10957684e+00
2257;9.500;0;50;1.10943907e+00
2258;6.300;1150;1200;1.10884378e+00
2259;8.400;600;650;1.10820934e+00
2260;5.900;1200;1250;1.10708404e+00
2261;10.800;200;250;1.10613353e+00
2262;7.300;500;550;1.10380641e+00
2263;8.700;950;1000;1.10328853e+00
2264;8.600;1000;1050;1.10246226e+00
2265;5.700;1750;1800;1.10099073e+00
2266;14.300;1300;1350;1.10077042e+00
2267;14.300;1550;1600;1.09968079e+00
2268;9.800;0;50;1.09876922e+00
2269;4.000;2600;2650;1.09554997e+00
2270;10.800;500;550;1.09470683e+00
2271;14.300;1150;1200;1.09188616e+00
2272;2.400;250;300;1.08953033e+00
2273;10.700;200;250;1.08928156e+00
2274;10.200;650;700;1.08916883e+00
2275;3.900;500;550;1.08483639e+00
2276;1.000;0;50;1.08467271e+00
2277;11.900;500;550;1.08322762e+00
2278;1.200;1000;1050;1.08196324e+00
2279;10.500;1050;1100;1.07940122e+00
2280;9.900;450;500;1.07823359e+00
2281;7.100;1550;1600;1.07805422e+00
2282;8.900;1450;1500;1.07743126e+00
2283;10.900;450;500;1.07596677e+00
2284;10.800;1000;1050;1.07508939e+00
2285;5.300;600;650;1.07376951e+00
2286;10.700;450;500;1.07319974e+00
2287;11.900;1000;1050;1.07285826e+00
2288;12.800;1450;1500;1.07255301e+00
2289;1.200;1950;2000;1.07238837e+00
2290;11.400;450;500;1.07216449e+00
2291;1.300;200;250;1.07213823e+00
2292;5.900;1000;1050;1.07103856e+00
2293;10.600;1000;1050;1.06791970e+00
2294;11.000;1000;1050;1.06471854e+00
2295;6.500;650;700;1.06469350e+00
2296;9.700;600;650;1.06401907e+00
2297;4.900;1550;1600;1.06398207e+00
2298;5.900;700;750;1.06238172e+00
2299;15.300;750;800;1.06096283e+00
2300;3.900;200;250;1.06049774e+00
2301;8.900;1350;1400;1.06024344e+00
2302;8.100;1550;1600;1.05913631e+00
2303;7.200;1000;1050;1.05718444e+00
2304;5.400;200;250;1.05617184e+00
2305;3.200;350;400;1.05502099e+00
2306;1.300;1000;1050;1.05465507e+00
2307;8.600;750;800;1.05461320e+00
2308;11.500;350;400;1.05300948e+00
2309;8.100;700;750;1.05224667e+00
2310;5.600;1000;1050;1.04742640e+00
2311;7.800;300;350;1.04651603e+00
2312;15.100;800;850;1.04482238e+00
2313;11.600;100;150;1.04357356e+00
2314;3.000;400;450;1.04344407e+00
2315;10.800;450;500;1.04247836e+00
2316;8.200;1100;1150;1.04201965e+00
2317;6.100;1200;1250;1.04155760e+00
2318;5.700;750;800;1.03945195e+00
2319;4.300;1450;1500;1.03902216e+00
2320;5.200;1000;1050;1.03701735e+00
2321;4.000;2050;2100;1.03658701e+00
2322;12.600;750;800;1.03571029e+00
2323;15.100;1350;1400;1.03484423e+00
2324;11.300;350;400;1.03483095e+00
2325;5.400;100;150;1.03367989e+00
2326;7.700;300;350;1.03298905e+00
2327;13.900;750;800;1.03282403e+00
2328;8.300;950;1000;1.03209409e+00
2329;6.300;500;550;1.03170519e+00
2330;0.200;800;850;1.03119204e+00
2331;14.500;1450;1500;1.03049329e+00
2332;13.600;1200;1250;1.03034625e+00
2333;5.700;1950;2000;1.02604774e+00
2334;5.800;1200;1250;1.02588947e+00
2335;0.300;0;50;1.02580144e+00
2336;11.300;450;500;1.02500216e+00
2337;9.700;0;50;1.02185880e+00
2338;9.700;850;900;1.01967425e+00
2339;1.600;750;800;1.01702691e+00
2340;6.900;250;300;1.01593595e+00
2341;15.500;800;850;1.01557334e+00
2342;6.700;500;550;1.01535562e+00
2343;12.000;1050;1100;1.01170747e+00
2344;8.800;1200;1250;1.01142094e+00
2345;9.100;1550;1600;1.01030707e+00
2346;5.100;1500;1550;1.00886851e+00
2347;7.600;150;200;1.00772740e+00
2348;4.500;1750;1800;1.00701396e+00
2349;12.500;1650;1700;1.00698971e+00
2350;6.700;1050;1100;1.00344579e+00
2351;6.000;1200;1250;1.00310483e+00
2352;5.100;1750;1800;1.00150227e+00
2353;10.400;450;500;9.99401535e-01
2354;14.800;1350;1400;9.98936217e-01
2355;13.200;1900;1950;9.96749386e-01
2356;4.200;800;850;9.96585135e-01
2357;7.100;1000;1050;9.93952711e-01
2358;4.500;600;650;9.92198208e-01
2359;11.700;450;500;9.91591847e-01
2360;8.000;1550;1600;9.88989599e-01
2361;0.900;750;800;9.88976017e-01
2362;1.300;1050;1100;9.88968268e-01
2363;0.300;1450;1500;9.87437673e-01
2364;3.900;650;700;9.86647796e-01
2365;14.000;2000;2050;9.85965266e-01
2366;0.300;450;500;9.85650943e-01
2367;15.000;600;650;9.82746743e-01
2368;4.200;250;300;9.82610615e-01
2369;2.200;1550;1600;9.80992199e-01
2370;11.500;450;500;9.80788954e-01
2371;5.100;1650;1700;9.79409376e-01
2372;7.900;650;700;9.79003709e-01
2373;10.200;700;750;9.78657443e-01
2374;4.200;2150;2200;9.78414001e-01
2375;15.900;550;600;9.78103240e-01
2376;5.700;100;150;9.77368837e-01
2377;0.200;650;700;9.76579402e-01
2378;9.300;1250;1300;9.72089402e-01
2379;15.900;1200;1250;9.68841246e-01
2380;14.200;1150;1200;9.67074750e-01
2381;4.800;1350;1400;9.65804138e-01
2382;6.200;1200;1250;9.64859232e-01
2383;11.400;500;550;9.64593209e-01
2384;5.200;850;900;9.64445784e-01
2385;5.900;650;700;9.61479969e-01
2386;5.300;1750;1800;9.56316685e-01
2387;6.500;700;750;9.56169510e-01
2388;10.300;350;400;9.53582480e-01
2389;8.300;1450;1500;9.52982379e-01
2390;9.500;1200;1250;9.52010757e-01
2391;11.700;100;150;9.51407137e-01
2392;10.600;450;500;9.51146067e-01
2393;4.100;1600;1650;9.48209516e-01
2394;12.200;600;650;9.47802401e-01
2395;2.300;1550;1600;9.47285234e-01
2396;14.900;0;50;9.46302326e-01
2397;12.000;600;650;9.46205977e-01
2398;15.400;750;800;9.45870085e-01
2399;3.100;400;450;9.45750846e-01
2400;10.500;450;500;9.45505562e-01
2401;15.200;1350;1400;9.45238452e-01
2402;2.500;250;300;9.44957688e-01
2403;12.300;1050;1100;9.44589299e-01
2404;14.900;1350;1400;9.40556975e-01
2405;12.100;550;600;9.39324599e-01
2406;8.100;1450;1500;9.39232222e-01
2407;5.700;1200;1250;9.38710143e-01
2408;8.800;750;800;9.37578653e-01
2409;10.500;500;550;9.34055613e-01
2410;14.400;900;950;9.33674849e-01
2411;7.800;500;550;9.32855643e-01
2412;5.500;1200;1250;9.32845451e-01
2413;7.900;600;650;9.31011692e-01
2414;13.400;550;600;9.28149311e-01
2415;0.700;1200;1250;9.25110736e-01
2416;9.000;950;1000;9.24772366e-01
2417;15.300;1450;1500;9.22611838e-01
2418;14.900;1250;1300;9.21875258e-01
2419;14.400;1450;1500;9.19667177e-01
2420;12.400;950;1000;9.19041594e-01
2421;8.900;1550;1600;9.15307091e-01
2422;4.400;800;850;9.14944370e-01
2423;8.800;1450;1500;9.13770645e-01
2424;12.200;1350;1400;9.13086625e-01
2425;3.200;400;450;9.12130594e-01
2426;6.600;500;550;9.05798864e-01
2427;3.900;350;400;9.04454627e-01
2428;13.000;1500;1550;9.03591015e-01
2429;2.100;1550;1600;9.03551942e-01
2430;10.100;450;500;9.01586621e-01
2431;10.500;400;450;9.00973386e-01
2432;14.000;1650;1700;9.00516490e-01
2433;5.500;200;250;9.00420336e-01
2434;6.400;1150;1200;8.99411860e-01
2435;12.400;600;650;8.99259019e-01
2436;0.700;550;600;8.98940139e-01
2437;11.600;350;400;8.96819179e-01
2438;9.400;0;50;8.96510034e-01
2439;11.600;450;500;8.96412794e-01
2440;5.800;1750;1800;8.95628387e-01
2441;11.800;450;500;8.94766168e-01
2442;10.900;200;250;8.94727645e-01
2443;8.200;1550;1600;8.93666333e-01
2444;6.300;1200;1250;8.90385574e-01
2445;5.500;100;150;8.89970472e-01
2446;12.700;800;850;8.89745967e-01
2447;4.300;2300;2350;8.87488848e-01
2448;10.900;1000;1050;8.87377868e-01
2449;2.400;1550;1600;8.85542050e-01
2450;5.500;1050;1100;8.80328970e-01
2451;4.000;2450;2500;8.77613130e-01
2452;12.200;1100;1150;8.74875944e-01
2453;7.900;550;600;8.74480196e-01
2454;3.900;900;950;8.72594098e-01
2455;9.200;1850;1900;8.70688165e-01
2456;15.100;950;1000;8.70041006e-01
2457;14.100;2000;2050;8.67431737e-01
2458;1.400;1000;1050;8.65665887e-01
2459;3.900;550;600;8.65634769e-01
2460;1.400;200;250;8.64406988e-01
2461;12.100;1100;1150;8.64162602e-01
2462;0.500;0;50;8.63937670e-01
2463;14.800;550;600;8.63612774e-01
2464;15.600;1250;1300;8.62614811e-01
2465;8.000;1450;1500;8.58754509e-01
2466;13.100;850;900;8.54204696e-01
2467;7.300;1000;1050;8.51319203e-01
2468;8.300;1250;1300;8.51023473e-01
2469;10.300;450;500;8.50766897e-01
2470;15.000;1250;1300;8.48884900e-01
2471;5.400;850;900;8.48532775e-01
2472;9.900;0;50;8.46547820e-01
2473;11.700;350;400;8.45638999e-01
2474;8.700;1200;1250;8.41388558e-01
2475;1.200;150;200;8.39420999e-01
2476;4.300;800;850;8.38470035e-01
2477;4.800;1900;1950;8.38014169e-01
2478;6.900;650;700;8.38007245e-01
2479;4.100;800;850;8.35753382e-01
2480;6.200;50;100;8.35480033e-01
2481;0.900;1600;1650;8.34667615e-01
2482;5.100;2350;2400;8.34557188e-01
2483;6.400;1950;2000;8.32116348e-01
2484;9.400;550;600;8.30476826e-01
2485;10.000;900;950;8.29412709e-01
2486;12.900;0;50;8.28100740e-01
2487;8.600;950;1000;8.27666300e-01
2488;14.900;800;850;8.26070493e-01
2489;4.600;0;50;8.25200465e-01
2490;4.500;800;850;8.24789451e-01
2491;9.200;0;50;8.22763801e-01
2492;10.200;450;500;8.21688000e-01
2493;8.800;950;1000;8.21050956e-01
2494;2.200;1050;1100;8.20788036e-01
2495;9.300;0;50;8.19031591e-01
2496;2.600;250;300;8.18797183e-01
2497;8.600;1650;1700;8.18462374e-01
2498;10.700;500;550;8.16643113e-01
2499;12.600;1400;1450;8.13795549e-01
2500;13.800;1850;1900;8.13343622e-01
2501;13.500;1550;1600;8.10307509e-01
